Wed Jan 21 14:14:26 2015    profile.data

         63902342 function calls (63900290 primitive calls) in 391.362 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1431(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1220(AnnotationBbox)
       19    0.000    0.000    0.000    0.000 __init__.py:290(report)
        1    0.000    0.000    0.000    0.000 collections.py:685(PathCollection)
        4    0.000    0.000    0.000    0.000 _util.py:23(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:18(Spine)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3031(__init__)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1698(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:125(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
        1    0.000    0.000    0.000    0.000 lil.py:24(lil_matrix)
        1    0.000    0.000    0.000    0.000 patches.py:1199(Ellipse)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        4    0.000    0.000    0.000    0.000 _iotools.py:304(__init__)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2125(identity)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:670(RegularPolygon)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__setitem__)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       19    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1305(Arc)
       13    0.000    0.000    0.000    0.000 pyparsing.py:771(_trim_arity)
       49    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 image.py:33(_AxesImageBase)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1171(CirclePolygon)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1397(__invert__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:28(__init__)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1475(__str__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(__getitem__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:829(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        3    0.000    0.000    0.000    0.000 {posix.unlink}
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 quiver.py:367(Quiver)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2697(__init__)
      105    0.000    0.000    0.000    0.000 {unichr}
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        6    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 patches.py:970(FancyArrow)
        1    0.000    0.000    0.000    0.000 collections.py:721(PolyCollection)
       18    0.000    0.000    0.000    0.000 data.py:85(_create_method)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:436(_construct_char_code_lookup)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       32    0.000    0.000    0.000    0.000 pyparsing.py:171(__init__)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        3    0.000    0.000    0.000    0.000 {posix.fdopen}
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
        1    0.000    0.000    0.000    0.000 collections.py:1370(EllipseCollection)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
       40    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
       24    0.000    0.000    0.000    0.000 pyparsing.py:318(__getitem__)
       14    0.000    0.000    0.000    0.000 numerictypes.py:185(english_capitalize)
        1    0.000    0.000    0.000    0.000 numerictypes.py:867(<lambda>)
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        4    0.000    0.000    0.000    0.000 function_base.py:1331(trim_zeros)
        2    0.000    0.000    0.000    0.000 ssl.py:302(__new__)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2828(__str__)
        1    0.000    0.000    0.000    0.000 parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 patches.py:1067(YAArrow)
       70    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
       81    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 patches.py:782(Polygon)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:143(Text)
       76    0.000    0.000    0.000    0.000 pyparsing.py:2353(<genexpr>)
       75    0.000    0.000    0.000    0.000 docstring.py:110(copy_dedent)
        1    0.000    0.000    0.000    0.000 collections.py:1338(CircleCollection)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:761(Bbox)
        4    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
      170    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:190(eye)
        1    0.000    0.000    0.000    0.000 patches.py:1266(Circle)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2146(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:702(_result)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _iotools.py:30(_is_string_like)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:1793(charsAsStr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:109(norm_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:243(BboxBase)
        1    0.000    0.000    0.000    0.000 patches.py:454(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:846(Wedge)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2177(__init__)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
       76    0.000    0.000    0.000    0.000 docstring.py:91(copy)
        2    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.000    0.000 patches.py:754(PathPatch)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        4    0.000    0.000    0.000    0.000 pyparsing.py:327(__setitem__)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        8    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2814(parseImpl)
        1    0.000    0.000    0.000    0.000 base.py:55(spmatrix)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        1    0.000    0.000    0.000    0.000 cmd.py:46(<module>)
       51    0.000    0.000    0.000    0.000 docstring.py:77(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 __init__.py:669(_get_data_path_cached)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
       95    0.000    0.000    0.000    0.000 pyparsing.py:165(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1592(parseImpl)
        1    0.000    0.000    0.000    0.000 numerictypes.py:387(_set_up_aliases)
        4    0.000    0.000    0.000    0.000 legend_handler.py:150(__init__)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:340(beta_gen)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3278(<genexpr>)
       19    0.000    0.000    0.000    0.000 __init__.py:322(ge)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 collections.py:782(BrokenBarHCollection)
        5    0.000    0.000    0.000    0.000 cbook.py:1244(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:151(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2339(And)
        1    0.000    0.000    0.000    0.000 pdb.py:59(Pdb)
      106    0.000    0.000    0.000    0.000 sre_parse.py:219(isident)
        3    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 data.py:24(_data_matrix)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
       67    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
        9    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 quiver.py:220(QuiverKey)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
       16    0.000    0.000    0.000    0.000 decorator.py:185(<genexpr>)
        5    0.000    0.000    0.000    0.000 scale.py:485(get_scale_names)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1017(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 polar.py:179(RadialLocator)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2506(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
       18    0.000    0.000    0.000    0.000 pyparsing.py:366(__bool__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:468(StringConverter)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
        5    0.000    0.000    0.000    0.000 re.py:204(escape)
       72    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _ode.py:1016(lsoda)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
       27    0.000    0.000    0.000    0.000 decimal.py:3811(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:665(BakomaFonts)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       44    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        8    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 legendre.py:1770(Legendre)
       40    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:789(ParserElement)
        1    0.000    0.000    0.000    0.000 extras.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:520(Rectangle)
        8    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 __init__.py:628(_get_data_path)
        1    0.000    0.000    0.000    0.000 tritools.py:9(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 transforms.py:81(__init__)
        1    0.000    0.000    0.000    0.000 units.py:71(ConversionInterface)
        1    0.000    0.000    0.000    0.000 pyplot.py:65(_backend_selection)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1917(Pack)
        5    0.000    0.000    0.000    0.000 {posix.getcwd}
       94    0.000    0.000    0.000    0.000 pyparsing.py:3457(<genexpr>)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 matfuncs.py:343(_ExpmPadeHelper)
        6    0.000    0.000    0.000    0.000 string.py:302(join)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1747(HermiteE)
        2    0.000    0.000    0.000    0.000 warnings.py:75(simplefilter)
        1    0.000    0.000    0.000    0.000 core.py:5992(_minimum_operation)
        3    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 type_check.py:75(asfarray)
        1    0.000    0.000    0.000    0.000 table.py:144(Table)
        1    0.000    0.000    0.000    0.000 hermite.py:1750(Hermite)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        3    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 _iotools.py:248(NameValidator)
        1    0.000    0.000    0.000    0.000 colorbar.py:214(ColorbarBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
       30    0.000    0.000    0.000    0.000 decorator.py:52(__iter__)
       11    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(__init__)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
       21    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        7    0.000    0.000    0.000    0.000 {any}
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 widgets.py:21(LockDraw)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        4    0.000    0.000    0.000    0.000 _iotools.py:816(easy_dtype)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1584(Wm)
       14    0.000    0.000    0.000    0.000 cbook.py:125(deprecated)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3043(__init__)
        3    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 backend_bases.py:674(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1481(streamline)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        3    0.000    0.000    0.000    0.000 warnings.py:319(__init__)
        2    0.000    0.000    0.000    0.000 mlab.py:2222(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:477(Image)
        2    0.000    0.000    0.000    0.000 {math.log10}
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 ssl.py:469(SSLSocket)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 mathtext.py:2963(__init__)
       39    0.000    0.000    0.000    0.000 decorator.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(ParseResults)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 afm.py:335(AFM)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1599(gamma_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2915(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2918(Text)
       27    0.000    0.000    0.000    0.000 decimal.py:3818(<genexpr>)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2592(Listbox)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        3    0.000    0.000    0.000    0.000 warnings.py:340(__enter__)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 font_manager.py:591(FontProperties)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2511(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 core.py:5833(__new__)
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
       67    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2627(NavigationToolbar2)
        3    0.000    0.000    0.000    0.000 warnings.py:356(__exit__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
       12    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 table.py:34(Cell)
        4    0.000    0.000    0.000    0.000 __init__.py:301(wrap)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzlocal)
        1    0.000    0.000    0.000    0.000 __init__.py:238(Verbose)
        1    0.000    0.000    0.000    0.000 contour.py:51(ContourLabeler)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2217(Canvas)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1063(enablePackrat)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        2    0.000    0.000    0.000    0.000 pyparsing.py:467(__getattr__)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 patches.py:1643(_Style)
        1    0.000    0.000    0.000    0.000 quiver.py:792(Barbs)
        1    0.000    0.000    0.000    0.000 tempfile.py:505(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2932(__ilshift__)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2427(_Base)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:2124(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:342(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:250(AitoffTransform)
        1    0.000    0.000    0.000    0.000 decimal.py:3765(Context)
        1    0.000    0.000    0.000    0.000 core.py:5827(MaskedConstant)
        1    0.000    0.000    0.000    0.000 transforms.py:53(TransformNode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2164(__init__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3241(<lambda>)
        2    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 geo.py:509(LambertTransform)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 textpath.py:407(TextPath)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2683(Menu)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(Transform)
       65    0.000    0.000    0.000    0.000 {id}
       28    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 collections.py:1587(QuadMesh)
        1    0.000    0.000    0.000    0.000 bdb.py:14(Bdb)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(get_backend)
        1    0.000    0.000    0.000    0.000 transforms.py:1924(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:951(FontManager)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(validate_backend)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:35(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 __init__.py:134(get_projection_names)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2232(ParseExpression)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1423(leaveWhitespace)
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 interface.py:296(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 _ode.py:612(vode)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2474(<genexpr>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:602(rv_generic)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2134(amin)
        1    0.000    0.000    0.000    0.000 core.py:5631(mvoid)
        1    0.000    0.000    0.000    0.000 cbook.py:950(mkdirs)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        1    0.000    0.000    0.000    0.000 cbook.py:1258(Stack)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:880(dopri5)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:39(Dvi)
        1    0.000    0.000    0.000    0.000 collections.py:390(Counter)
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:63(FunctionMaker)
        1    0.000    0.000    0.000    0.000 image.py:803(PcolorImage)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:747(ContourSet)
        4    0.000    0.000    0.000    0.000 _iotools.py:40(_is_bytes_like)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:424(rv_frozen)
        1    0.000    0.000    0.000    0.000 text.py:1024(TextWithDash)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 mlab.py:814(PCA)
        1    0.000    0.000    0.000    0.000 rrule.py:893(_rrulestr)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 trirefine.py:46(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 cmd.py:55(Cmd)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        4    0.000    0.000    0.000    0.000 {math.log}
